B,COM_RAT,Cyclic,D,Dcy*,DIT,DPT*,E,Inner,LCOM,Level,LOC,N,NCLOC,NOAC,NOC,NOIC,OCmax,PDcy,PDpt,STAT,SUB,TCOM_RAT,V,WMC,CBO,CLOC,Command,CONS,CSA,CSO,CSOA,Dcy,DPT,INNER,jf,JLOC,Jm,Level*,MPC,n,NAAC,NAIC,NOOC,NTP,OCavg,OPavg,OSavg,OSmax,Query,RFC,TODO
-0.27988765,0.0928348,-0.14956571,-0.32235804,-0.57128453,0.0050604404,0.05513971,0.0,0.0,0.18007675,-0.29390195,0.15743327,-0.04645953,-0.058899272,-0.33924896,-0.00069671613,-0.027523402,-0.202061,-0.13554552,0.03309639,-0.21857244,-0.00014392275,0.0875869,-0.058876652,0.044594478,0.035366617,-0.02289078,0.00025394885,0.08331289,0.02447405,0.032998335,0.16781142,0.09888753,0.16983525,-0.20855892,-0.0133372815,-0.0019280966,-0.0034383312,-0.39063323,-1.2072998,0.09156064,0.057101805,0.0052623353,0.021053452,-0.037420634,0.21614605,-0.55513453,0.31729797,-0.15044072,-0.03910596,-0.009699781,0.0031885114
0.2556853,0.16890241,-0.06384648,0.8448458,0.4850296,0.014795735,0.5183028,0.0,0.0,0.023158422,0.26974064,0.4019391,0.012446595,-0.03146916,-0.0035303785,-0.0043280954,0.09125102,-0.09304822,-0.15343511,0.0075060143,-0.3167317,-0.0018835765,0.101694055,0.08446328,-0.2014986,0.1879128,0.078712404,0.037605308,-0.2532719,0.23464866,0.013346611,0.11577048,0.20959833,-0.058188852,0.087115824,-0.0627839,-0.0031332776,-0.0034383312,0.8681199,0.24950491,0.04632799,0.13914178,-0.0023695133,-0.03154493,-0.033731747,0.048519623,0.16821355,0.37292698,0.253844,-0.05686585,0.13567609,-0.019978093
-0.039671704,0.0024052486,0.053126983,-0.1126055,-0.3471392,0.0036123032,-0.24763472,0.0,0.0,-0.006007806,0.2611606,-0.4186052,-0.07669735,-0.020060642,0.085151695,-0.0002975018,-0.010521078,0.09972402,-0.18175754,0.06753758,0.05632913,-0.0001147876,0.572342,-0.082937405,-0.14039947,-0.048926365,-0.01870496,0.0030621889,0.08910993,0.11472886,-0.0043568336,0.09586891,0.052048497,-0.83769184,-0.2486788,-0.008192352,-0.036317308,-0.0034383312,-0.20069405,-0.24610168,0.2443657,-0.19062398,0.06874343,-0.05630551,-0.04858248,-1.1862849,-0.4283008,-0.16683914,-0.022037063,-0.32921857,-0.06026177,0.0019553162
-0.094621494,0.031525914,0.060456086,-0.29190332,0.12962386,0.018975154,0.6122396,0.0,0.0,-0.20894769,-0.007043056,-0.6290384,-0.054180335,0.09972471,-0.09907864,-0.1125429,0.013870703,-0.105171986,0.07449361,0.10354272,-0.0553948,-0.18237439,-0.6294747,-0.05190372,-0.08177596,0.20194314,0.011944028,0.0031769313,0.114625834,0.19414958,0.052927867,0.0005239239,0.016498601,0.9131579,-0.09760811,0.04280196,0.032058388,0.087360434,0.71428657,-1.0133735,0.18271574,0.13120912,0.011296668,-0.008497136,-0.067676656,0.5240392,-0.19172162,0.021133013,0.20399535,-0.02568272,-0.3322926,0.019469844
0.31234506,0.026527047,0.15370727,0.2456043,-0.3410382,-0.049325958,-0.81218415,0.0,0.0,-0.15957806,0.26510185,0.3382915,0.104569525,-0.04565081,0.015942588,-0.019359391,-0.005188655,0.36926773,-0.010263811,0.12950565,0.1569094,-0.027049135,0.36485267,0.05851633,-0.1481502,-0.11729349,0.012976626,0.0038789576,0.18963663,-0.13408221,-0.121665545,-0.19866516,-0.06397802,-0.6035662,-0.12229237,0.088278964,-0.018287087,-0.00429697,1.0285178,-0.36999014,-0.121513285,0.18362509,-0.030154329,-0.03035664,-0.020154633,1.0536561,-0.28502193,-0.5343097,0.015754668,-0.35773376,-0.09269528,0.002799155
-0.06141704,0.3709755,-0.061187502,-0.36912215,-0.09233984,0.021063529,0.12087354,0.0,0.0,0.006604649,-0.001186704,-0.293962,-0.051577788,0.05528383,-0.09660358,0.06526638,-0.010120464,0.12419803,0.22853595,-0.036877744,0.12802434,0.002335025,-0.069061734,-0.16279307,0.42624936,0.3923012,-0.1489644,0.035715736,-0.009366486,0.103814654,-0.15647605,-0.032074653,-0.01738593,0.81324595,-0.025493748,-0.008981203,-0.0020609885,-0.006434715,0.5393463,-0.0015475592,0.15618804,-0.1557053,0.005812223,0.08181854,-0.048873186,-1.3842717,0.0750224,-0.0505855,-0.2866135,0.2579538,0.08018694,0.019469844
-0.075106025,0.06239223,0.18679066,-0.33544123,-0.2907609,0.0016706468,0.3504814,0.0,0.0,-0.028578056,0.1625618,-0.3683799,-0.063507006,0.049153782,0.07467937,-0.0006500548,-0.28423128,-0.0722532,-0.27420226,-0.07819852,-0.008841734,0.005290513,0.01853678,-0.021868117,-0.08911432,-0.09328578,-0.13087498,0.010339705,0.19734293,-0.16093986,-0.03426639,-0.09623689,-0.009973034,-0.3727812,-0.06424799,-0.009554157,-0.0017758855,-0.00429697,-0.73476404,-0.3740017,0.14560686,0.23363532,0.019266313,-0.049064603,-0.045270037,-0.7957827,-0.18693322,0.106931135,-0.2109977,-0.04090954,-0.17033109,0.006664132
-0.04743846,0.19107585,0.17014104,-0.146558,0.1703458,0.010472696,0.0052948855,0.0,0.0,0.050296944,0.0009370423,-0.39534664,-0.055716947,0.07239247,-0.24035053,0.0039040172,0.097067766,0.30961695,-0.056734823,0.040466525,0.10742018,-0.00040903292,0.027925774,-0.018031687,-0.029579546,0.050450508,-0.13613014,-0.0926227,-0.39831272,-0.33089954,-0.0027803886,-0.19082752,-0.18619826,0.07585454,-0.3971175,-0.008415918,-0.0018270488,-0.004398643,0.44215602,-0.5568429,0.35543835,-0.39664915,0.0028564914,-0.097248174,-0.05525284,0.50600076,-0.08224949,0.036551815,-0.008460257,-0.35309243,-0.060416892,-0.019978093
0.3026737,0.03542175,-0.34590203,0.4457617,0.91889745,0.009212952,0.28771898,0.0,0.0,0.111717366,-0.093288615,0.16678947,0.16708222,0.10484831,0.067213684,-0.0019487487,0.012134158,0.13228527,0.015728654,-0.031111406,0.18871331,-0.002584826,-0.1370788,0.048686363,0.21917264,-0.07798276,-0.01708946,0.02182182,0.030777361,-0.09329289,0.044267934,0.13712877,-0.09026128,-0.3970507,-0.093579605,0.047601316,0.01275017,-0.0034383312,-3.0060492,-0.17562495,-0.060791876,0.112315334,-0.030351415,-0.013328621,-0.031625614,0.7550744,0.46747836,-0.29713595,-0.051065765,0.11172664,0.19498044,0.0031885114
-0.07060568,-0.15305981,0.0793647,-0.003774847,-0.36772156,0.0023144518,0.34335625,0.0,0.0,0.12988642,-0.4495257,-0.37112385,-0.17703153,-0.11811238,0.10992066,-0.00069671613,-0.0015990641,-0.14946702,-0.13448125,0.01659391,0.14508468,-0.0018909925,-0.28243485,0.34591037,-0.068459935,-0.38524762,-0.086464494,0.018206852,0.15144455,0.08220248,0.028036285,0.113763936,0.090844244,0.55130005,-0.13482067,0.022522908,0.0003915308,-0.0034383312,0.1412131,0.13115567,-0.21357562,0.17709896,0.0035435648,0.02235715,-0.05565807,-0.235042,-0.31440043,0.19201152,-0.10779801,-0.2263518,-0.41056544,0.0032758678
0.04502485,0.30956626,-0.27119803,0.85389686,-0.6076381,0.0050604404,0.13423264,0.0,0.0,0.17827597,-0.41413528,0.491262,0.11541043,-0.12150074,0.09520345,-0.0015894478,-0.011722832,-0.14259003,-0.054749,-0.0008622769,-0.059848547,0.00051053264,0.7430596,0.07184536,-0.07599471,0.02830774,-0.0045978744,0.005727661,0.04778022,-0.009143276,-0.111113295,0.1919614,0.008930445,1.6360499,-0.14902082,-0.014285773,-0.0027811166,-0.0034383312,0.009957219,0.12170128,-0.02814736,0.22449788,0.0017861892,0.027477134,-0.029390294,0.41217175,0.1558678,0.45569193,0.29131496,0.22744322,-0.036735896,0.0015175875
-0.06792036,-0.53263056,0.15803795,-0.18709761,0.0785379,0.0036351944,-0.051490884,0.0,0.0,0.024800882,0.21243231,-0.33072123,0.03033072,0.016049521,0.07520422,0.0021547682,-0.031359296,-0.09358533,-0.07905706,-0.005995631,0.030203968,-0.0036652961,-0.84606946,-0.16032842,-0.044476766,-0.4941062,-0.23936683,0.00918656,0.1981583,0.0690473,-0.026062971,0.08791199,0.29728207,-0.45849445,-0.14716542,-0.01091044,0.24899952,0.14861931,0.4418706,0.20057742,0.3155102,0.3140294,0.0025578167,-0.0030406064,-0.048410147,-0.91232187,0.15747392,0.14908682,0.04230444,-0.13936858,-0.0328485,0.0056273537
0.08670116,-0.06350582,-0.018374944,0.4148907,-0.55425644,-0.17558448,0.094610535,0.0,0.0,-0.1083916,-0.24245344,0.21750596,0.14515525,-0.027127538,-0.026484895,-0.0013382591,-0.4093914,0.17282188,0.016011124,0.016122459,0.03785111,-0.027219733,0.19587389,0.026718479,0.034576993,-0.19473368,0.0067614513,0.031019533,-2.2012372,-0.04712037,0.07666747,-0.18351933,-0.013831182,-0.06747974,-0.11330756,-0.052193627,0.012004063,-0.00429697,0.811541,0.06909938,-0.12709494,0.073209286,0.039762132,0.011115871,-0.014602132,0.89046186,-0.20878778,-0.5758537,-0.15333243,0.28332672,-0.031977374,0.002799155
0.062117763,0.16114126,0.09214188,0.5284484,-0.6128958,0.0057772095,-0.13126379,0.0,0.0,-0.06197283,0.8484042,0.18302299,-0.18714604,-0.068039104,0.05138171,-0.0015894478,0.12497121,-0.15375167,0.11975816,0.0064794524,-0.19771974,-8.256477e-05,0.51779985,0.0950051,-0.17912067,-0.09573823,-0.02592976,0.0035178107,-0.06519522,-0.07011421,0.07199857,0.1510376,0.011516513,1.2854881,0.25937736,-0.062982574,-0.0012264918,-0.0034383312,0.3192763,0.13030535,-0.08897261,0.17212273,0.034399275,-0.018561073,-0.043703217,-0.24044268,-0.042991538,0.42941636,0.12668166,-0.10269811,0.05265305,-0.0071706316
0.10542529,0.023317818,0.026534041,-0.10382609,-0.011645929,0.013474992,0.07257388,0.0,0.0,0.039097194,-0.05800664,0.33334067,0.09439217,-0.07160202,0.039730474,0.014845494,-0.049781688,-0.2107008,0.16403036,-0.18989213,-0.5646099,-0.004109334,0.488245,0.021651877,-0.20281667,0.20405154,0.03747558,-0.0038534482,0.19172099,-0.101053864,0.018596655,-0.105472215,0.08545028,0.063211106,0.14610618,-0.10648489,-0.0042759078,-0.00429697,1.303976,-0.36116645,-0.3257216,0.31445855,-0.008977223,-0.02001568,-0.017962417,0.44699335,0.19990921,-0.61148447,-0.24308479,-0.039111514,0.17334504,0.005557102
-0.019438438,0.023761008,-0.113972455,-0.048768368,-0.40455404,0.0032408456,-0.06617558,0.0,0.0,-0.13504189,-0.09110911,-0.3837116,-0.18180537,0.10172341,0.09858952,-0.004901167,0.0045115855,-0.056588802,-0.04511113,-0.022432774,0.074455485,0.00074599613,-0.17738245,-0.029380772,-0.02446147,0.04958589,-0.14957194,0.041096035,-0.019430617,0.43499452,-0.048292883,-0.042967625,0.09794816,0.16010748,-0.2228108,-0.0059531266,-0.012863575,-0.0023305546,-1.8655016,-0.1842501,0.1581611,-0.042963162,-0.006615867,0.035055503,-0.034494545,-0.0038542137,0.023760928,0.062387884,0.90544796,0.51655126,-0.023165073,0.0031885114
-0.067631856,0.29215172,0.08302733,-0.03679398,0.35339612,0.0054024835,-0.116977766,0.0,0.0,0.13508174,0.43340755,-0.22697727,-0.08774396,-0.13225044,0.20736396,0.0021547682,0.0071404716,-0.07158752,0.027734395,0.048488624,0.09907378,-0.002027467,0.22172377,-0.17982279,-0.14212601,-0.11639525,0.08562903,0.011163102,0.19208388,0.21379125,0.05531734,0.120930724,0.03133875,0.41359642,-0.21294929,-0.01091044,-0.0026762062,-0.0034383312,0.49852735,0.08327221,0.21114579,-0.20972973,0.012209605,-0.04597653,-0.052526657,0.063383,0.36580774,0.2630145,0.07131624,-0.1239797,-0.29149416,0.002799155
0.019676633,0.009651217,0.10946123,0.32162327,-0.063627586,0.03903388,0.18125296,0.0,0.0,0.026417341,-0.20082285,0.2453343,0.07693714,0.021174304,-0.044273414,0.0040234234,0.05951215,0.4686557,0.07058803,0.012685332,0.2010956,0.0058421446,0.5555385,0.00547411,0.059699453,-0.30152094,0.02660447,0.033726312,0.23258671,-0.024008414,0.021445889,0.2621297,0.015355145,-0.1502973,-0.010614675,-0.038041636,0.020665586,-0.0034383312,1.162632,1.6755466,-0.09723465,0.2561419,-0.039316036,0.033859625,-0.017681211,1.3054985,0.12522924,-0.28965786,-0.028443746,0.106628954,0.16615412,0.003311866
0.027570736,0.17226867,-0.064938426,-0.2429753,-0.33058664,0.022406392,-0.39649493,0.0,0.0,-0.044532713,0.18965058,-0.36493576,-0.052716635,0.035831407,-0.020340044,-0.00063922093,0.0047904328,-0.30718583,-0.015074546,-0.019953985,0.6273772,0.006276057,-0.029234469,-0.11798829,0.45055297,0.29965055,0.08978645,0.06685785,0.04464525,0.016447933,-0.042383168,-0.041141495,0.04542663,-0.45748168,-0.06851037,0.024911892,-0.0013606122,-0.0044837883,0.47865862,-0.24077155,0.07915028,0.20918548,-0.007389116,0.08181854,-0.04024516,-0.8621215,-0.011084398,0.10922594,0.48901325,0.24861191,0.1441549,0.019469844
-0.1475091,-0.09201868,0.06977101,0.11060942,-0.19007578,0.007097952,-0.15056883,0.0,0.0,-0.00836846,-0.14017594,0.30198088,0.104231514,-0.08966821,-0.01877089,-0.0005022406,-0.043959856,-0.20796563,-0.0033781528,0.10672378,-0.30041245,-0.0041403994,0.17711963,0.043926306,-0.14456578,-0.18869969,0.04293172,0.039794266,0.13710368,0.07351493,-0.074943766,0.16151716,-0.10817859,-0.8196189,-0.21550329,-0.16973212,-0.037127275,-0.0034383312,0.5910513,-0.57591766,-0.5078165,-0.2523394,-0.020859186,-0.04469449,-0.046387658,-2.1608899,-0.16423558,0.19554019,-0.35355243,-0.30461016,-0.19194809,0.002799155
-0.05110546,-0.3060135,0.073922366,-0.2197076,-0.05586897,0.008908847,-0.07129912,0.0,0.0,-0.07420181,0.086855344,-0.23524974,0.01453333,0.05338522,0.11912033,0.011932614,-0.13370016,0.10380189,0.024330653,0.02739765,0.16980655,0.0082929665,0.058112543,-0.14253119,0.3703028,-0.11959846,0.058671534,-0.0696913,-0.015590228,-0.03779633,0.027989008,-0.05611841,-0.004832111,0.22909102,0.45752797,-0.010082114,-0.0017758855,-0.003933524,-0.28878883,-0.069777705,0.123639345,-0.221358,0.06447047,-0.015608563,-0.046629667,-0.5983911,0.13425967,0.074512325,-0.051751725,0.10180388,0.026655406,-0.023957927
0.058953546,0.124823265,0.028760834,-0.39838868,0.071837515,0.022406392,0.002098781,0.0,0.0,0.018612783,0.15997747,-0.3425033,-0.050553,0.040270597,-0.34180176,0.0022122634,-0.06517638,0.36842912,-0.04716576,-0.043878436,0.18028536,0.0032182937,-0.013427848,-0.03429181,-0.04185351,0.03671291,-0.23510982,-0.20657934,0.12001462,0.21683607,-0.516617,-0.15684195,-0.13521503,-0.41055828,0.39853665,-0.01091044,-0.0025368999,-0.004398643,0.528806,-0.49901897,0.22191973,-0.080484875,0.030603265,-0.052771404,-0.048977178,0.2671102,0.29515445,0.5164987,-0.027485687,0.053285018,-0.020180868,0.005557102
-0.13081588,0.03596012,0.037437253,-0.14230514,-0.39392957,0.00234819,0.051021524,0.0,0.0,0.041661806,0.19889247,-0.18845275,-0.091134526,-0.1610314,0.08942116,0.015234446,-0.1157298,-0.0025838464,0.22403657,0.11350109,-0.008112468,0.0054557323,0.45846856,-0.05580849,-0.11237037,-0.022004375,-0.04226569,-0.089076295,0.2749197,-0.076193646,0.27062967,-0.16565081,-0.18469949,-0.007684105,0.3549438,-0.007587591,-0.0023765247,-0.00429697,-0.5782479,-0.029125024,0.3425502,-0.13203572,-0.057384618,0.024205748,-0.043461066,0.23556611,-0.17028905,0.3685403,0.004083004,-0.072281696,-0.2589641,0.00315788
0.14380652,0.008544696,0.114278026,-0.412316,0.13731638,0.027156677,0.35714266,0.0,0.0,-0.22813717,-0.22057115,0.33256626,0.18655634,-0.03918052,-0.13707991,-0.0005022406,0.01076138,0.45481846,-0.09547259,0.017355496,-0.655163,-0.0016819129,0.41412488,0.091659166,-0.069922775,-0.25340363,0.0065269144,0.0135419015,0.10500994,-0.09763223,0.0066671395,0.1749651,0.0057277777,-0.121405296,-0.1401789,0.048869044,-0.0016503911,-0.0034383312,1.1422879,-0.045745146,-0.1343649,0.16594993,-0.004020353,0.009473465,-0.023837857,1.5823873,-0.1790177,-0.37500122,-0.12711187,0.04130778,0.13377485,0.002799155
0.32383326,0.2227352,-0.5063035,0.39485312,-0.6396468,0.009212952,-0.08203219,0.0,0.0,0.13312595,-0.09742867,0.29440132,0.1641459,0.021051306,0.01316892,-0.0019487487,-0.036945876,0.110609815,0.019993639,-0.005564666,0.20817837,-0.002584826,-0.6124327,0.04318575,0.24521807,0.03111629,-0.0972226,-0.004037929,0.020036247,-0.14368431,-0.0015683032,0.0804029,-0.12603866,-0.33480456,-0.09147897,0.011497831,0.16435355,0.07422991,-3.8761756,-0.21012592,-0.07556716,0.0756516,-0.039277755,0.026374886,-0.03297846,0.58208567,0.19455138,-0.2945946,-0.061049193,-0.01134159,0.1585673,0.0031885114
0.09288009,-0.55421346,0.113846906,-0.40051845,0.00088850176,0.005380363,0.1858522,0.0,0.0,-0.026449496,0.26140642,-0.37149996,-0.057549424,0.04731451,-0.1857129,-0.005800031,-0.0045299125,0.17781484,-0.13883245,-0.019007843,0.07391152,-0.002924222,-0.22673388,-0.3857697,0.0056972597,-0.34757885,0.42866358,0.0444178,0.11071409,-0.1392726,-0.15351868,-0.085246824,0.017083252,-0.767922,-0.24396728,-0.0064866813,-0.024626898,-0.0023305546,0.2512199,-0.2577512,0.15778087,-0.29813406,-0.012440349,-0.13115683,-0.06073774,0.037060853,-0.18096809,0.04817949,0.18676619,0.14711411,-0.1626836,0.0056273537
-0.11006017,-0.044513047,-0.027600944,0.040147383,-0.063850574,-0.027602375,0.14077163,0.0,0.0,-0.053180046,0.24015331,-0.21793592,-0.075556114,-0.007462439,0.1337842,-0.004409975,-0.056555644,-0.19296014,-0.19222239,0.07369887,-0.10651053,0.0006859915,0.39169383,-0.055175874,-0.15658271,-0.10091661,-0.035516262,-0.008698052,0.06733824,-0.23394637,-0.21307147,-0.15080465,-0.038479522,-0.6258364,0.22876,-0.00569783,-0.03512347,-0.0022699428,0.16608688,-0.61669666,0.19562869,-0.0052067973,-0.11047889,-0.07816513,-0.037798073,0.7837803,-0.18965769,0.25881615,0.74331135,-0.07302531,-0.12214795,0.00315788
0.17349875,0.15077665,0.09597963,0.44062474,0.20044114,0.007097952,0.023493674,0.0,0.0,0.086572185,-0.10515533,0.34773478,-0.041501377,-0.07099034,-0.07933914,0.0021547682,-0.045197535,-0.11548767,-0.024650857,0.022590153,-0.18135557,-0.0018835765,-0.25370133,0.12274476,-0.14977704,-0.36937663,0.039881915,0.038411222,-0.089046516,-0.0729301,-0.071908355,0.1929416,-0.056252778,-0.93981946,-0.085963205,-0.111562036,-0.036216766,-0.0034383312,0.91991603,-0.029140282,-0.023987837,0.33478832,-0.011844263,-0.003070181,-0.038243156,-1.3675165,0.10906163,0.2496631,0.16273028,-0.1343748,0.0971634,0.0056273537
0.13998784,0.038188387,0.08150499,0.3964239,0.108508006,0.009485136,-0.14505231,0.0,0.0,0.035387628,-0.18762304,0.1251983,0.03910339,-0.03845309,-0.065899216,-0.0013849204,-0.050584212,0.2803292,0.0811294,-0.17859226,-0.07264962,-0.027694568,0.2904556,0.09992236,0.20565252,-0.22217192,-0.028149314,0.15495075,0.19230187,0.1551034,-0.0077431477,0.13577518,-0.058692098,-0.8586739,-0.08285267,-0.04259289,-0.0222069,-0.0034383312,0.67848855,-0.4993956,0.003684769,0.108790755,-0.023894977,-0.011361935,0.41153502,0.46468672,-0.19194043,-0.5574462,-0.44421458,0.12780252,0.030329462,0.002799155
0.030668303,0.02914207,0.07939331,0.17800134,-0.16461363,0.007097952,-0.5224668,0.0,0.0,-0.002921822,-0.08859586,0.28774434,0.054464433,-0.10109479,-0.009722601,-0.0005022406,0.009984576,-0.2317866,-0.012466345,-0.23305465,-0.6069711,-0.0041403994,0.12745206,0.043926306,-0.2625015,-0.20754941,0.08664251,0.029820668,0.12333348,0.12668915,-0.018243223,0.18349469,-0.023596302,-0.0130914515,-0.16362663,-0.15558013,-0.004466122,-0.0034383312,0.615322,-0.43982628,-0.48411062,-0.35894942,-0.009784684,-0.04014658,-0.04544577,-1.4468119,-0.14426893,0.057450976,-0.35299438,-0.19092098,-0.3417917,0.002799155
0.1789159,0.12047027,0.06150689,-0.34934983,-0.39314732,-0.025998965,-0.18489183,0.0,0.0,0.036689907,0.24368005,-0.19181915,-0.02983352,0.06268093,0.103598736,-0.003517243,0.11889902,-0.22208403,0.23345661,-0.11421037,0.19696793,0.005554608,-0.09078063,-0.018446725,0.058968995,0.015978623,-0.04560326,-0.08254477,0.12214763,0.074049845,0.09835259,-0.06548336,-0.049547262,0.18082576,0.22734973,-0.010082114,-0.0026104646,-0.0044837883,-0.6678503,-0.22400631,0.18824595,-0.043543003,0.19947048,0.035181265,-0.045722686,-0.96937627,0.15659387,0.098845996,0.69173557,-0.191265,-0.03559553,0.006664132
-0.10156183,-0.3498958,0.037090838,-0.36062893,0.13605326,-0.005439381,0.040219747,0.0,0.0,-0.32778716,0.11131479,-0.55865985,-0.06338662,0.10354989,-0.2704575,0.0007644268,-0.0332284,0.20992681,0.012705422,-0.038050514,-0.065423876,-0.046603806,-0.89964855,-0.02338232,-0.07280406,0.11001021,0.009233908,-0.12365666,0.04905524,0.12518355,-0.005261492,0.015849765,0.11412723,-0.07709431,-0.22431915,0.034677587,0.032058388,0.087360434,0.54263496,-1.0258068,0.20140961,-0.6961073,0.010673819,-0.1295833,-0.07386245,0.09927799,-0.2631059,0.02222602,-0.30657607,0.037417307,-0.31165305,0.019469844
0.12069267,-0.047492005,0.006542382,0.095276296,-0.17959277,-0.026835565,0.13644531,0.0,0.0,0.040320788,-0.21266824,0.13032657,0.051598545,-0.0025397087,0.009261177,0.016610855,-0.112144664,-0.18057851,0.012964575,-0.043899603,0.0671256,0.061000552,0.34800637,0.03285961,0.13057438,0.32664847,0.010587148,0.15168251,0.18317227,0.1640705,0.059560694,-0.13490829,0.05885015,0.15101595,-0.17659488,-0.052193627,0.009990927,-0.00429697,1.1809269,0.2730703,-0.2868632,0.18309452,0.07462256,0.022466443,-0.01630935,0.37695253,0.11690929,-0.49242437,-0.38266262,0.1386438,0.13475966,0.005557102
0.15713908,0.26591325,-0.3745643,-0.24680568,-0.026160348,0.007097952,0.09698439,0.0,0.0,-0.0843016,0.1629525,-0.3120934,-0.04701735,0.076533884,-0.17640345,0.0019473867,0.04534785,-0.2335063,0.012051033,0.011280749,0.07432499,-0.0065317433,-0.35125047,-0.23185623,0.17172715,-0.43798533,-0.17842057,0.033934776,0.066585936,-0.00077538704,-0.0112236375,-0.025596933,-0.09977746,0.010669874,-0.16758804,-0.013682321,-0.0022111398,-0.0043575824,0.19644834,0.13358551,0.39147264,-0.9345433,-0.0027433545,-0.19523776,-0.05528745,-1.1298708,0.048038226,0.11927433,-0.13147536,-0.015673697,-0.16203712,0.0056273537
-0.06376532,-0.15058228,-0.44727552,0.34656692,0.47082534,0.009212952,0.16576576,0.0,0.0,-0.1629764,-0.18749274,0.109822996,0.0709862,0.009914401,-0.053117722,-0.0019487487,0.0054509914,0.10680656,-0.0002660416,-0.09334757,0.0742193,-0.002584826,-0.6517003,0.04471896,0.12987986,-0.083461165,-0.01708946,0.02182182,0.02135231,-0.11234076,0.030246133,0.12194672,-0.09222928,-0.5480248,-0.10028411,0.05595465,-0.0072828783,-0.0034383312,-3.6667738,-0.23002787,-0.094905585,0.098115645,-0.030351415,-0.047142487,-0.032484718,0.74527985,-0.2854595,-0.28514913,-0.14254874,-0.009332065,0.12716319,0.0031885114
-0.10434114,-0.4648324,0.06777986,-0.30255628,-0.16773681,0.0054024835,0.021768842,0.0,0.0,-0.027575392,0.25918645,0.26384687,-0.16768533,-0.07490259,-0.36899647,-0.015225197,-0.15516566,0.12887967,-0.065507114,0.04554648,-0.52614176,-0.0018307923,-0.2969948,0.13859545,-0.1760262,-0.2650918,-0.233147,0.027861312,0.089236565,-0.10755805,-0.04582946,-0.09263439,0.061069224,0.52828413,-0.25982043,0.19672845,-0.00081940065,-0.0033782255,0.27424294,-0.24753083,-0.018271616,0.21363318,0.0026153899,0.014541009,-0.037554916,-0.443705,-0.35678086,0.032472894,0.16499743,-0.15659408,0.09347285,0.0032758678
-0.057622045,0.067219704,0.07474715,0.26880217,0.29858434,0.0057772095,-0.099409744,0.0,0.0,0.14024532,0.5237237,0.4368206,0.20942931,-0.04713635,0.011658602,-0.0005022406,0.12647346,-0.118770435,0.12097314,-0.08359334,-0.2515673,-0.0012461346,0.43723962,0.080995336,-0.081775725,-0.097586825,0.07364937,0.019034386,0.17625356,0.022211969,-0.0073207985,0.18041855,0.13985257,1.0166754,0.072237484,-0.024689842,0.01846495,-0.0034383312,0.75833654,0.23586918,-0.16830851,0.30113232,-0.018054608,-0.13667761,-0.039378844,0.63507813,0.2600741,0.15814966,-0.29685566,-0.06864759,-0.108028784,0.0019945814
-0.13395303,0.102082424,-0.053666063,-0.20344731,-0.20911753,0.0036351944,-0.09269648,0.0,0.0,-0.0036921597,0.24780399,0.47990113,0.14369118,-0.09838056,-0.23478103,-0.004087913,0.01683116,0.024008315,-0.081574745,0.08253903,0.421596,-0.001658157,-0.398451,0.20758428,-0.121915735,-0.12788184,-0.2933463,-0.01996955,-0.24807867,0.2084147,-0.03995836,-0.05334609,-0.10336338,0.2533958,-0.13187003,-0.010657908,0.00082885457,-0.00429697,0.2764756,-0.4338074,-0.10389415,0.047399838,0.06409669,-0.0068686362,-0.044290613,0.09142877,-0.0040854905,0.10738545,0.013507353,-0.05155042,-0.42169547,0.0056273537
0.08670116,-0.094626985,-0.01883798,0.35425085,-0.5128087,-0.17545,0.27040172,0.0,0.0,-0.10238658,-0.051499326,0.21513447,0.14515525,-0.024307813,-0.033082362,-0.0013382591,-0.41130787,0.17784065,0.11693946,-0.025540976,0.03785111,-0.027219733,0.16936873,0.022664133,0.034576993,-0.1028668,0.009681175,0.031019533,-2.1095839,-0.000100357225,-0.037473097,-0.13700055,0.057462085,-0.0013812466,-0.14969,-0.052193627,0.01132217,-0.00429697,0.8373044,0.07065563,-0.1251764,0.106289215,0.039762132,0.011115871,-0.015634228,0.7938289,-0.22712798,-0.514315,-0.122376576,0.25843075,-0.04222222,0.005557102
-0.02393306,0.008787617,-0.14617819,-0.5238084,0.063827686,0.013452872,0.5798099,0.0,0.0,-0.03932913,0.17727268,-0.37334877,-0.03982771,0.21792129,0.11528137,-0.0038516414,-0.01537043,-0.11889782,-0.08117146,0.012967152,-0.01554454,0.030071124,-0.65363145,-0.12141501,0.56536955,0.19790046,0.14610305,0.03271896,0.057578318,-0.006125439,-0.21380466,-0.08048514,-0.054301,0.08353212,-0.2647577,0.024112938,0.023588676,0.08860765,0.077793665,-0.8456828,0.2594755,-0.37883526,0.008163331,0.1448561,-0.03784373,-0.14156014,0.16117783,0.14522997,0.0946079,-0.17315254,-0.25309283,0.019469844
