B,COM_RAT,Cyclic,D,Dcy*,DIT,DPT*,E,Inner,LCOM,Level,LOC,N,NCLOC,NOAC,NOC,NOIC,OCmax,PDcy,PDpt,STAT,SUB,TCOM_RAT,V,WMC,CBO,CLOC,Command,CONS,CSA,CSO,CSOA,Dcy,DPT,INNER,jf,JLOC,Jm,Level*,MPC,n,NAAC,NAIC,NOOC,NTP,OCavg,OPavg,OSavg,OSmax,Query,RFC,TODO
-0.08378305,-0.3599504,0.18337521,-0.49618825,-0.099715024,0.009439128,0.32575908,0.0,0.0,-0.13616315,0.19757417,-0.24972554,0.0052319653,0.07055734,0.08295717,0.00046621682,-0.14482753,-0.03542334,0.03266181,-0.20370542,-0.034481306,0.0039167786,-0.14032942,-0.029093513,0.0015117938,-0.04807574,-0.059187196,0.045598865,0.14463149,-0.013003413,-0.1469117,-0.062335923,0.030613283,-0.27671134,0.3240388,-0.010082114,-0.0008736103,-0.0022699428,-0.67528105,-0.25109482,0.1638515,-0.0021750433,0.068931654,-0.03517646,-0.039843794,-0.3211434,0.13725998,-0.011118916,0.10157966,-0.17402388,-0.15002038,0.006664132
0.035727832,0.5385333,0.062514596,-0.44187623,-0.38600573,-0.01257758,0.07487591,0.0,0.0,-0.06248087,0.12304458,-0.22624637,0.013077469,0.05697255,0.08263213,0.010821606,0.06480114,-0.026000941,0.07393349,-0.13026507,0.20962301,0.005554608,-0.18139368,-0.01720284,0.2651768,0.05524932,-0.03264931,-0.13869959,0.042173393,-0.048842568,0.07778336,-0.07550234,-0.024326816,-0.087216295,0.29351893,-0.010082114,-0.0026104646,-0.003933524,-0.8098673,-0.34468165,0.17236798,-0.022205751,0.068931654,0.02818897,-0.049267977,-0.78690135,-0.0589233,0.094355084,0.0146688465,-0.136252,-0.06479615,-0.023957927
-0.050446045,-0.20577553,0.060786463,-0.37488595,-0.5103394,-0.018011255,-0.18097955,0.0,0.0,-0.07524312,0.20309308,-0.2964351,-0.058167763,0.011391083,-0.43049556,-0.003517243,-0.09489697,-0.08911529,-0.31174687,0.0030279444,-0.10640411,-0.0003188782,0.060610674,-0.006167083,-0.085876815,-0.21086128,-0.08613837,-0.002247421,0.20575635,-0.079735935,-0.14277297,-0.0810465,0.051478874,-0.71641266,0.20164856,-0.010527867,-0.035357412,-0.0023305546,-0.80420184,-0.6032089,0.09959603,-0.15241338,0.048287816,0.004132244,-0.046558477,-0.8233188,-0.12943813,-0.10004641,0.32049698,-0.26465073,-0.21459359,0.006664132
-0.054919828,-0.1550312,-0.49872607,0.3186518,-0.59958947,0.009212952,0.0070725484,0.0,0.0,-0.15891324,-0.19125739,0.04672215,0.07950683,0.009914401,-0.057646114,-0.0019487487,-4.778034e-05,0.10191437,0.0031534806,-0.093037955,0.07505968,-0.002584826,-0.81453633,0.043127716,0.12186196,-0.008194793,-0.08539399,0.006965058,0.0069392817,-0.1380611,0.01650393,0.09263499,-0.12259956,-0.60004026,-0.10028411,0.014289981,-0.012096076,-0.0017173205,-4.194382,-0.29451776,-0.10871278,0.076844364,-0.039277755,0.022709873,-0.03385268,0.69449085,-0.12812623,-0.29549536,-0.14008242,-0.06617595,0.06548543,0.0031885114
0.21188593,0.05326567,-0.19618095,0.65410274,0.22112009,-0.0067768395,0.302984,0.0,0.0,0.029962167,0.24508777,0.38134605,0.057737045,-0.021810167,-0.013108053,-0.001979425,0.089105144,0.34107584,-0.15011327,0.054700777,0.5474735,-0.027219733,0.4700108,0.05413793,0.0870492,-0.001416605,0.024952218,0.024765944,0.10190094,0.1885802,-0.021181848,0.21182248,0.31185693,-0.12620887,-0.09815173,-0.017525932,0.014162778,-0.0034383312,0.5689219,0.28184083,-0.13077155,0.2101844,0.059756637,0.05270724,-0.0138363,1.192295,0.047832478,-0.22847778,0.08967937,0.13712493,0.19939952,0.005557102
-0.055238098,0.26887476,0.0077997698,-0.047907695,-0.34829816,0.000880186,-0.32458583,0.0,0.0,0.05203419,0.37062615,-0.18095675,-0.081762865,0.06033993,-0.054680973,-0.00063922093,-0.029266594,0.34211957,0.051707305,0.09496797,0.048529267,5.0431583e-05,0.48798236,-0.02574686,-0.019486286,-0.10680173,-0.015815563,0.02274638,0.18878181,0.09549615,0.48424345,0.04601902,0.026451321,-0.48983783,0.4422362,-0.007587591,-0.018886242,-0.004398643,-0.304416,-0.85510856,0.253226,-0.106518656,0.0021749923,0.024205748,-0.051849004,0.5526143,-0.049266044,0.4024272,-0.07635442,0.046984192,-0.099749506,0.00315788
-0.12994307,0.067129806,0.026831327,0.014257943,-0.06786743,-0.021477569,0.14605458,0.0,0.0,-0.010072241,0.60962594,-0.3085229,-0.14050812,-0.16148065,0.14386395,-0.003517243,-0.1017157,-0.21095997,-0.19178212,0.06464552,-0.08428715,0.0010108658,0.24241793,-0.028924506,-0.1340044,-0.1244679,-0.038394682,-0.0040679425,0.16582316,-0.2869264,-0.15534411,-0.15473825,-0.13598698,1.4398152,0.3570359,-0.007587591,-0.0026001302,-0.00429697,-0.032521546,-0.27016675,0.02596758,-0.02543022,0.10943535,0.0040192483,-0.047301922,0.25474817,-0.14503345,0.21577612,0.021081865,-0.0232457,-0.28118414,-0.00796187
0.0010414459,0.045271814,0.11000829,0.59065354,0.031013792,0.017182918,0.29316154,0.0,0.0,-0.021147046,-0.1610242,0.34194434,0.07503559,0.095020555,-0.03798966,-0.0013849204,0.077676356,0.33232647,0.0705635,0.11435672,0.2132534,-0.0018525108,0.535775,0.09649991,0.03338258,0.1491,0.016203087,0.0327691,0.29753622,-0.015851699,0.053010494,0.3242602,0.016881807,0.16069753,-0.09604753,-0.038041636,0.021778464,-0.0034383312,1.0652211,1.6135488,-0.11024878,0.2036553,0.032579675,0.032801177,-0.014367286,1.2710708,0.12737192,-0.34352934,-0.007629183,0.40345916,0.17539164,0.003311866
0.2995826,0.11347983,-0.00574796,0.6495962,0.18034828,0.007097952,0.48236814,0.0,0.0,0.039666213,0.3627079,0.40909606,0.09114778,-0.04826339,-0.021548634,0.011446068,0.07227418,-0.18481179,-0.046897307,0.2422164,-0.45730895,-0.0016819129,0.16310914,0.05526066,-0.012743664,-0.11901717,0.026854914,0.034571026,-0.20294283,0.20192033,-0.024733497,-0.14843696,0.2242392,-0.20357645,0.15258086,-0.05745265,-0.0041161496,-0.00429697,0.77416027,0.021237038,-0.07565925,0.19290577,0.008769538,-0.019443026,-0.026617693,0.64691114,0.20834589,-0.3964923,-0.13451539,0.16221535,0.14654328,0.0056273537
-0.115303025,0.030374339,-0.3886783,0.124694884,-0.43449226,0.005095165,0.16350625,0.0,0.0,-0.02631147,-0.18301965,0.08502249,0.1728035,0.027749822,-0.05163374,-0.0019487487,0.013443458,0.07990855,0.03239761,-0.14763528,0.04712911,-0.0027554242,-0.53130406,0.0044137305,0.07635928,-0.20996775,-0.15731457,0.005376314,0.014837283,-0.08732897,0.12423916,0.09246118,-0.14192061,0.056045946,-0.09627296,0.030637572,-0.14242147,0.07422991,-3.5846598,0.16086367,-0.09320316,0.08531103,-0.014461381,0.026589194,-0.033146333,0.65465707,-0.07136233,-0.23095325,-0.2515385,0.19472724,0.43536675,0.0031885114
0.18621656,-0.087463304,-0.4434352,0.4909492,-0.5214289,0.005095165,0.048039384,0.0,0.0,0.0041921064,-0.29269254,0.21378392,-0.030443028,-0.023995765,0.012651461,-0.0019487487,0.0031508817,0.017605206,0.016272984,-0.15434583,-0.081718,-0.0017817521,-0.6836613,0.046244994,-0.14702994,0.008649086,-0.08953084,-0.015732773,-0.0018354054,-0.23086074,-0.04023645,0.09607458,0.15918843,0.015887648,-0.116595395,0.010037186,-0.002383194,0.07422991,-3.8341477,-0.24428931,-0.2923688,0.08241269,-0.013929676,-0.0033642873,-0.031154145,0.52362937,2.6966445e-05,-0.29126573,-0.22539902,-0.5646824,-0.12253629,0.0031885114
0.34794256,-0.23592976,-0.2409199,0.77588236,-0.20095475,0.005095165,0.27093467,0.0,0.0,0.012996363,-0.11058017,0.94159794,0.24757925,0.1113409,-0.035054203,-0.0019487487,0.008701921,0.038478404,-0.00087170675,-0.12327563,0.15534756,-0.0027554242,-0.43174225,0.09621635,0.092107065,0.075882554,0.04778577,0.00599931,0.042544413,-0.085445106,0.1910988,0.09966287,0.2768807,0.39629996,-0.084514305,0.030637572,0.027798848,-0.0017173205,-2.665565,0.48376366,-0.037297428,0.09595285,-0.011734365,0.038544178,-0.021457963,0.8063245,0.030234477,-0.22187898,-0.2017499,0.27863404,0.41846773,0.0031885114
-0.06376532,-0.15058228,-0.44727552,0.34656692,0.47082534,0.009212952,0.16576576,0.0,0.0,-0.1629764,-0.18749274,0.109822996,0.0709862,0.009914401,-0.053117722,-0.0019487487,0.0054509914,0.10680656,-0.0002660416,-0.09334757,0.0742193,-0.002584826,-0.6517003,0.04471896,0.12987986,-0.083461165,-0.01708946,0.02182182,0.02135231,-0.11234076,0.030246133,0.12194672,-0.09222928,-0.5480248,-0.10028411,0.05595465,-0.0072828783,-0.0034383312,-3.6667738,-0.23002787,-0.094905585,0.098115645,-0.030351415,-0.047142487,-0.032484718,0.74527985,-0.2854595,-0.28514913,-0.14254874,-0.009332065,0.12716319,0.0031885114
0.33767498,-0.19276989,-0.47799748,0.22203885,-0.53739035,0.005095165,0.10437277,0.0,0.0,-0.21654804,-0.17460515,0.005847838,0.15196986,-0.0731967,-0.029969864,-0.0019487487,0.024840277,0.07243104,0.030852728,-0.124580406,0.110824555,-0.002584826,-0.60915864,0.042350903,0.06787289,-0.17581263,-0.19297469,0.0065367166,0.008985346,-0.13512912,0.010243074,0.092809856,-0.13705549,-0.079047084,-0.12143799,0.014289981,-0.047969382,-0.0017173205,-3.4833188,-0.25792733,-0.06020102,0.050666217,-0.026410284,0.022709873,-0.03373559,0.5727855,-0.12749545,-0.27196473,-0.19706602,-0.008963652,0.07478583,0.0031885114
-0.02068469,0.10754797,0.07323691,-0.78469574,0.31115714,-0.0041196076,0.24633302,0.0,0.0,-0.025003579,-0.1721578,-0.1339501,-0.06721907,0.0671005,-0.020156877,-0.0038628085,0.06901964,0.22672763,-0.0058617042,-0.14439103,0.10153916,-0.0023185024,0.27803624,-0.049841397,-0.09260324,-0.07702254,-0.026815508,-0.07972101,0.23519911,0.21580166,0.18153681,-0.0666764,-0.08954832,-0.04438854,0.2301304,-0.009548635,-0.0029721544,-0.004398643,0.5080746,-0.781711,0.1966738,-0.12101749,0.0776932,0.007724271,1.1538959,0.23007183,0.12269942,0.5816622,-0.13215378,0.07946262,-0.07313236,0.005557102
0.29826897,0.006833948,-0.422916,0.42265376,-0.6699226,0.005095165,-0.08936871,0.0,0.0,0.06969821,-0.10770815,0.09088252,0.15451708,0.07684151,0.05856133,-0.0019487487,0.019720513,0.0629966,0.025316486,-0.08491247,0.16338429,-0.002584826,-0.18130867,0.045532785,0.21040426,-0.04566517,0.006084061,0.00908535,0.017873917,-0.1226257,0.043781757,0.11372972,-0.14953949,-0.50340056,-0.08149226,0.005936647,0.01275017,-0.0034383312,-3.666247,-0.29031664,-0.061393425,0.045047514,-0.030351415,0.031704992,-0.031629723,0.6396646,0.26240796,-0.29014128,-0.1305939,0.020813588,0.13789955,0.0031885114
-0.08256297,0.3398738,0.018630419,-0.41327453,-0.09901296,-0.018011255,0.073330104,0.0,0.0,0.062365178,0.2882367,-0.1863894,0.009434264,0.05782968,-0.06993882,0.0018513268,-0.10112879,0.29587054,0.20823051,0.082460776,0.20585696,5.0431583e-05,0.28587282,-0.010964835,0.09337713,-0.11201364,-0.07028802,0.16156209,0.14496359,-0.11844735,-0.19460809,-0.120314226,-0.05143046,0.17193256,0.44178563,-0.007587591,-0.0023765247,-0.003933524,-0.28193724,-0.29290453,0.2822478,-0.6815479,0.11513338,-0.0035094349,-0.046479795,0.28558078,-0.14065638,0.28721344,0.25938907,0.69993514,-0.106919065,0.00315788
0.081067845,0.10807794,0.05493056,0.33852684,-0.07403397,0.007097952,0.076078564,0.0,0.0,-0.09396059,-0.15978813,0.3620766,0.058038585,-0.0567902,0.11173709,-0.0005022406,0.0018982649,-0.10524891,-0.01015526,0.0016526096,-0.034138367,-0.0017129777,0.81769836,0.021902196,-0.08568309,0.056578714,0.0151223065,0.02623236,0.17003295,-0.08935355,0.056371264,0.1926096,-0.0025748496,0.08644299,-0.1636473,-0.07177744,0.0066729677,-0.0034383312,0.7564865,2.0770037,-0.04049394,-0.29383644,-0.023828767,0.013779059,-0.044649,-0.6079988,0.04425143,0.3448782,0.1973359,-0.0429978,0.04158663,0.0020250513
0.15839526,0.3252735,-0.3429168,0.057202175,-0.59154004,0.005095165,-0.08957517,0.0,0.0,-0.051755898,-0.22379984,0.19682401,-0.028051522,-0.09118732,0.025476726,-0.004901167,0.087651014,0.015310901,-0.009044378,-0.092287384,-0.49126554,0.0009263308,-0.11634489,0.07668706,-0.15808442,-0.024326688,-0.03943,-0.0031539658,0.00036642514,-0.27183565,-0.19001734,-0.018169995,0.23994508,0.005986875,-0.15173136,0.035845198,0.015414897,-0.00429697,-3.0560348,-0.2063285,-0.2931903,0.06399667,-0.019069092,0.0058510154,-0.02959025,0.3941918,0.3390725,-0.42035717,-0.24281216,0.19903222,-0.16716611,0.0031885114
